 0 1000 0,  0 -1000 0
 8.50299e+06 987.141 0,  -8.50299e+06 -987.141 0
 8.50399e+06 987.139 0,  -8.50399e+06 -987.139 0
 8.50499e+06 987.138 0,  -8.50499e+06 -987.138 0
 8.50599e+06 987.136 0,  -8.50599e+06 -987.136 0
 8.50699e+06 987.135 0,  -8.50699e+06 -987.135 0
 8.50799e+06 987.133 0,  -8.50799e+06 -987.133 0
 8.50899e+06 987.132 0,  -8.50899e+06 -987.132 0
 8.50999e+06 987.13 0,  -8.50999e+06 -987.13 0
 8.51099e+06 987.129 0,  -8.51099e+06 -987.129 0
 8.51199e+06 987.127 0,  -8.51199e+06 -987.127 0
 8.51299e+06 987.126 0,  -8.51299e+06 -987.126 0
 8.51399e+06 987.124 0,  -8.51399e+06 -987.124 0
 8.51499e+06 987.123 0,  -8.51499e+06 -987.123 0
 8.51599e+06 987.121 0,  -8.51599e+06 -987.121 0
 8.51699e+06 987.119 0,  -8.51699e+06 -987.119 0
 8.51799e+06 987.118 0,  -8.51799e+06 -987.118 0
 8.51899e+06 987.116 0,  -8.51899e+06 -987.116 0
 8.51999e+06 987.115 0,  -8.51999e+06 -987.115 0
 8.52099e+06 987.113 0,  -8.52099e+06 -987.113 0
 8.52199e+06 987.112 0,  -8.52199e+06 -987.112 0
 8.52299e+06 987.11 0,  -8.52299e+06 -987.11 0
 8.52399e+06 987.109 0,  -8.52399e+06 -987.109 0
 8.52499e+06 987.107 0,  -8.52499e+06 -987.107 0
 8.52599e+06 987.106 0,  -8.52599e+06 -987.106 0
 8.52699e+06 987.104 0,  -8.52699e+06 -987.104 0
 8.52799e+06 987.103 0,  -8.52799e+06 -987.103 0
 8.52899e+06 987.101 0,  -8.52899e+06 -987.101 0
 8.52999e+06 987.1 0,  -8.52999e+06 -987.1 0
 8.53099e+06 987.098 0,  -8.53099e+06 -987.098 0
 8.53199e+06 987.097 0,  -8.53199e+06 -987.097 0
 8.53299e+06 987.095 0,  -8.53299e+06 -987.095 0
 8.53399e+06 987.094 0,  -8.53399e+06 -987.094 0
 8.53499e+06 987.092 0,  -8.53499e+06 -987.092 0
 8.53599e+06 987.091 0,  -8.53599e+06 -987.091 0
 8.53699e+06 987.089 0,  -8.53699e+06 -987.089 0
 8.53799e+06 987.088 0,  -8.53799e+06 -987.088 0
 8.53899e+06 987.086 0,  -8.53899e+06 -987.086 0
 8.53999e+06 987.085 0,  -8.53999e+06 -987.085 0
 8.54099e+06 987.083 0,  -8.54099e+06 -987.083 0
 8.54199e+06 987.082 0,  -8.54199e+06 -987.082 0
 8.54299e+06 987.08 0,  -8.54299e+06 -987.08 0
 8.54399e+06 987.079 0,  -8.54399e+06 -987.079 0
 8.54499e+06 987.077 0,  -8.54499e+06 -987.077 0
 8.54599e+06 987.076 0,  -8.54599e+06 -987.076 0
 8.54699e+06 987.074 0,  -8.54699e+06 -987.074 0
 8.54799e+06 987.073 0,  -8.54799e+06 -987.073 0
 8.54899e+06 987.071 0,  -8.54899e+06 -987.071 0
 8.54999e+06 987.07 0,  -8.54999e+06 -987.07 0
 8.55099e+06 987.068 0,  -8.55099e+06 -987.068 0
 8.55199e+06 987.067 0,  -8.55199e+06 -987.067 0
 8.55299e+06 987.065 0,  -8.55299e+06 -987.065 0
 8.55399e+06 987.064 0,  -8.55399e+06 -987.064 0
 8.55499e+06 987.062 0,  -8.55499e+06 -987.062 0
 8.55599e+06 987.061 0,  -8.55599e+06 -987.061 0
 8.55699e+06 987.059 0,  -8.55699e+06 -987.059 0
 8.55799e+06 987.057 0,  -8.55799e+06 -987.057 0
 8.55899e+06 987.056 0,  -8.55899e+06 -987.056 0
 8.55999e+06 987.054 0,  -8.55999e+06 -987.054 0
 8.56099e+06 987.053 0,  -8.56099e+06 -987.053 0
 8.56199e+06 987.051 0,  -8.56199e+06 -987.051 0
 8.56299e+06 987.05 0,  -8.56299e+06 -987.05 0
 8.56399e+06 987.048 0,  -8.56399e+06 -987.048 0
 8.56499e+06 987.047 0,  -8.56499e+06 -987.047 0
 8.56599e+06 987.045 0,  -8.56599e+06 -987.045 0
 8.56699e+06 987.044 0,  -8.56699e+06 -987.044 0
 8.56799e+06 987.042 0,  -8.56799e+06 -987.042 0
 8.56899e+06 987.041 0,  -8.56899e+06 -987.041 0
 8.56999e+06 987.039 0,  -8.56999e+06 -987.039 0
 8.57099e+06 987.038 0,  -8.57099e+06 -987.038 0
 8.57199e+06 987.036 0,  -8.57199e+06 -987.036 0
 8.57299e+06 987.035 0,  -8.57299e+06 -987.035 0
 8.57399e+06 987.033 0,  -8.57399e+06 -987.033 0
 8.57499e+06 987.032 0,  -8.57499e+06 -987.032 0
 8.57599e+06 987.03 0,  -8.57599e+06 -987.03 0
 8.57699e+06 987.029 0,  -8.57699e+06 -987.029 0
 8.57799e+06 987.027 0,  -8.57799e+06 -987.027 0
 8.57899e+06 987.026 0,  -8.57899e+06 -987.026 0
 8.57999e+06 987.024 0,  -8.57999e+06 -987.024 0
 8.58099e+06 987.023 0,  -8.58099e+06 -987.023 0
 8.58199e+06 987.021 0,  -8.58199e+06 -987.021 0
 8.58299e+06 987.02 0,  -8.58299e+06 -987.02 0
 8.58399e+06 987.018 0,  -8.58399e+06 -987.018 0
 8.58499e+06 987.017 0,  -8.58499e+06 -987.017 0
 8.58599e+06 987.015 0,  -8.58599e+06 -987.015 0
 8.58699e+06 987.014 0,  -8.58699e+06 -987.014 0
 8.58799e+06 987.012 0,  -8.58799e+06 -987.012 0
 8.58899e+06 987.011 0,  -8.58899e+06 -987.011 0
 8.58999e+06 987.009 0,  -8.58999e+06 -987.009 0
 8.59099e+06 987.008 0,  -8.59099e+06 -987.008 0
 8.59199e+06 987.006 0,  -8.59199e+06 -987.006 0
 8.59299e+06 987.005 0,  -8.59299e+06 -987.005 0
 8.59399e+06 987.003 0,  -8.59399e+06 -987.003 0
 8.59499e+06 987.002 0,  -8.59499e+06 -987.002 0
 8.59599e+06 987 0,  -8.59599e+06 -987 0
 8.59699e+06 986.998 0,  -8.59699e+06 -986.998 0
 8.59799e+06 986.997 0,  -8.59799e+06 -986.997 0
 8.59899e+06 986.995 0,  -8.59899e+06 -986.995 0
 8.59999e+06 986.994 0,  -8.59999e+06 -986.994 0
 8.60099e+06 986.992 0,  -8.60099e+06 -986.992 0
 8.60199e+06 986.991 0,  -8.60199e+06 -986.991 0
 8.60299e+06 986.989 0,  -8.60299e+06 -986.989 0
 8.60399e+06 986.988 0,  -8.60399e+06 -986.988 0
 8.60499e+06 986.986 0,  -8.60499e+06 -986.986 0
 8.60599e+06 986.985 0,  -8.60599e+06 -986.985 0
 8.60699e+06 986.983 0,  -8.60699e+06 -986.983 0
 8.60799e+06 986.982 0,  -8.60799e+06 -986.982 0
 8.60899e+06 986.98 0,  -8.60899e+06 -986.98 0
 8.60999e+06 986.979 0,  -8.60999e+06 -986.979 0
 8.61099e+06 986.977 0,  -8.61099e+06 -986.977 0
 8.61199e+06 986.976 0,  -8.61199e+06 -986.976 0
 8.61299e+06 986.974 0,  -8.61299e+06 -986.974 0
 8.61399e+06 986.973 0,  -8.61399e+06 -986.973 0
 8.61499e+06 986.971 0,  -8.61499e+06 -986.971 0
 8.61599e+06 986.97 0,  -8.61599e+06 -986.97 0
 8.61699e+06 986.968 0,  -8.61699e+06 -986.968 0
 8.61799e+06 986.967 0,  -8.61799e+06 -986.967 0
 8.61899e+06 986.965 0,  -8.61899e+06 -986.965 0
 8.61999e+06 986.964 0,  -8.61999e+06 -986.964 0
 8.62099e+06 986.962 0,  -8.62099e+06 -986.962 0
 8.62199e+06 986.961 0,  -8.62199e+06 -986.961 0
 8.62299e+06 986.959 0,  -8.62299e+06 -986.959 0
 8.62399e+06 986.958 0,  -8.62399e+06 -986.958 0
 8.62499e+06 986.956 0,  -8.62499e+06 -986.956 0
 8.62599e+06 986.955 0,  -8.62599e+06 -986.955 0
 8.62699e+06 986.953 0,  -8.62699e+06 -986.953 0
 8.62799e+06 986.952 0,  -8.62799e+06 -986.952 0
 8.62899e+06 986.95 0,  -8.62899e+06 -986.95 0
 8.62999e+06 986.949 0,  -8.62999e+06 -986.949 0
 8.63099e+06 986.947 0,  -8.63099e+06 -986.947 0
 8.63199e+06 986.946 0,  -8.63199e+06 -986.946 0
 8.63299e+06 986.944 0,  -8.63299e+06 -986.944 0
 8.63399e+06 986.943 0,  -8.63399e+06 -986.943 0
 8.63499e+06 986.941 0,  -8.63499e+06 -986.941 0
 8.63599e+06 986.94 0,  -8.63599e+06 -986.94 0
 8.63699e+06 986.938 0,  -8.63699e+06 -986.938 0
 8.63799e+06 986.936 0,  -8.63799e+06 -986.936 0
 8.63899e+06 986.935 0,  -8.63899e+06 -986.935 0
 8.63999e+06 986.933 0,  -8.63999e+06 -986.933 0
 8.64099e+06 986.932 0,  -8.64099e+06 -986.932 0
 8.64199e+06 986.93 0,  -8.64199e+06 -986.93 0
 8.64299e+06 986.929 0,  -8.64299e+06 -986.929 0
 8.64399e+06 986.927 0,  -8.64399e+06 -986.927 0
 8.64499e+06 986.926 0,  -8.64499e+06 -986.926 0
 8.64599e+06 986.924 0,  -8.64599e+06 -986.924 0
 8.64699e+06 986.923 0,  -8.64699e+06 -986.923 0
 8.64799e+06 986.921 0,  -8.64799e+06 -986.921 0
 8.64899e+06 986.92 0,  -8.64899e+06 -986.92 0
 8.64999e+06 986.918 0,  -8.64999e+06 -986.918 0
 8.65099e+06 986.917 0,  -8.65099e+06 -986.917 0
 8.65199e+06 986.915 0,  -8.65199e+06 -986.915 0
 8.65299e+06 986.914 0,  -8.65299e+06 -986.914 0
 8.65399e+06 986.912 0,  -8.65399e+06 -986.912 0
 8.65499e+06 986.911 0,  -8.65499e+06 -986.911 0
 8.65599e+06 986.909 0,  -8.65599e+06 -986.909 0
 8.65699e+06 986.908 0,  -8.65699e+06 -986.908 0
 8.65799e+06 986.906 0,  -8.65799e+06 -986.906 0
 8.65899e+06 986.905 0,  -8.65899e+06 -986.905 0
 8.65999e+06 986.903 0,  -8.65999e+06 -986.903 0
 8.66099e+06 986.902 0,  -8.66099e+06 -986.902 0
 8.66199e+06 986.9 0,  -8.66199e+06 -986.9 0
 8.66299e+06 986.899 0,  -8.66299e+06 -986.899 0
 8.66399e+06 986.897 0,  -8.66399e+06 -986.897 0
 8.66499e+06 986.896 0,  -8.66499e+06 -986.896 0
 8.66599e+06 986.894 0,  -8.66599e+06 -986.894 0
 8.66699e+06 986.893 0,  -8.66699e+06 -986.893 0
 8.66799e+06 986.891 0,  -8.66799e+06 -986.891 0
 8.66899e+06 986.89 0,  -8.66899e+06 -986.89 0
 8.66999e+06 986.888 0,  -8.66999e+06 -986.888 0
 8.67099e+06 986.887 0,  -8.67099e+06 -986.887 0
 8.67199e+06 986.885 0,  -8.67199e+06 -986.885 0
 8.67299e+06 986.884 0,  -8.67299e+06 -986.884 0
 8.67399e+06 986.882 0,  -8.67399e+06 -986.882 0
 8.67499e+06 986.881 0,  -8.67499e+06 -986.881 0
 8.67599e+06 986.879 0,  -8.67599e+06 -986.879 0
 8.67699e+06 986.878 0,  -8.67699e+06 -986.878 0
 8.67799e+06 986.876 0,  -8.67799e+06 -986.876 0
 8.67899e+06 986.874 0,  -8.67899e+06 -986.874 0
 8.67999e+06 986.873 0,  -8.67999e+06 -986.873 0
 8.68099e+06 986.871 0,  -8.68099e+06 -986.871 0
 8.68199e+06 986.87 0,  -8.68199e+06 -986.87 0
 8.68299e+06 986.868 0,  -8.68299e+06 -986.868 0
 8.68399e+06 986.867 0,  -8.68399e+06 -986.867 0
 8.68499e+06 986.865 0,  -8.68499e+06 -986.865 0
 8.68599e+06 986.864 0,  -8.68599e+06 -986.864 0
 8.68699e+06 986.862 0,  -8.68699e+06 -986.862 0
 8.68799e+06 986.861 0,  -8.68799e+06 -986.861 0
 8.68899e+06 986.859 0,  -8.68899e+06 -986.859 0
 8.68999e+06 986.858 0,  -8.68999e+06 -986.858 0
 8.69099e+06 986.856 0,  -8.69099e+06 -986.856 0
 8.69199e+06 986.855 0,  -8.69199e+06 -986.855 0
 8.69299e+06 986.853 0,  -8.69299e+06 -986.853 0
 8.69399e+06 986.852 0,  -8.69399e+06 -986.852 0
 8.69499e+06 986.85 0,  -8.69499e+06 -986.85 0
 8.69599e+06 986.849 0,  -8.69599e+06 -986.849 0
 8.69699e+06 986.847 0,  -8.69699e+06 -986.847 0
 8.69799e+06 986.846 0,  -8.69799e+06 -986.846 0
 8.69899e+06 986.844 0,  -8.69899e+06 -986.844 0
 8.69999e+06 986.843 0,  -8.69999e+06 -986.843 0
 8.70099e+06 986.841 0,  -8.70099e+06 -986.841 0
 8.70199e+06 986.84 0,  -8.70199e+06 -986.84 0
 8.70299e+06 986.838 0,  -8.70299e+06 -986.838 0
 8.70399e+06 986.837 0,  -8.70399e+06 -986.837 0
 8.70499e+06 986.835 0,  -8.70499e+06 -986.835 0
 8.70599e+06 986.834 0,  -8.70599e+06 -986.834 0
 8.70699e+06 986.832 0,  -8.70699e+06 -986.832 0
 8.70799e+06 986.831 0,  -8.70799e+06 -986.831 0
 8.70899e+06 986.829 0,  -8.70899e+06 -986.829 0
 8.70999e+06 986.828 0,  -8.70999e+06 -986.828 0
 8.71099e+06 986.826 0,  -8.71099e+06 -986.826 0
 8.71199e+06 986.825 0,  -8.71199e+06 -986.825 0
 8.71299e+06 986.823 0,  -8.71299e+06 -986.823 0
 8.71399e+06 986.822 0,  -8.71399e+06 -986.822 0
 8.71499e+06 986.82 0,  -8.71499e+06 -986.82 0
 8.71599e+06 986.819 0,  -8.71599e+06 -986.819 0
 8.71699e+06 986.817 0,  -8.71699e+06 -986.817 0
 8.71799e+06 986.815 0,  -8.71799e+06 -986.815 0
 8.71899e+06 986.814 0,  -8.71899e+06 -986.814 0
 8.71999e+06 986.812 0,  -8.71999e+06 -986.812 0
 8.72099e+06 986.811 0,  -8.72099e+06 -986.811 0
 8.72199e+06 986.809 0,  -8.72199e+06 -986.809 0
 8.72299e+06 986.808 0,  -8.72299e+06 -986.808 0
 8.72399e+06 986.806 0,  -8.72399e+06 -986.806 0
 8.72499e+06 986.805 0,  -8.72499e+06 -986.805 0
 8.72599e+06 986.803 0,  -8.72599e+06 -986.803 0
 8.72699e+06 986.802 0,  -8.72699e+06 -986.802 0
 8.72799e+06 986.8 0,  -8.72799e+06 -986.8 0
 8.72899e+06 986.799 0,  -8.72899e+06 -986.799 0
 8.72999e+06 986.797 0,  -8.72999e+06 -986.797 0
 8.73099e+06 986.796 0,  -8.73099e+06 -986.796 0
 8.73199e+06 986.794 0,  -8.73199e+06 -986.794 0
 8.73299e+06 986.793 0,  -8.73299e+06 -986.793 0
 8.73399e+06 986.791 0,  -8.73399e+06 -986.791 0
 8.73499e+06 986.79 0,  -8.73499e+06 -986.79 0
 8.73599e+06 986.788 0,  -8.73599e+06 -986.788 0
 8.73699e+06 986.787 0,  -8.73699e+06 -986.787 0
 8.73799e+06 986.785 0,  -8.73799e+06 -986.785 0
 8.73899e+06 986.784 0,  -8.73899e+06 -986.784 0
 8.73999e+06 986.782 0,  -8.73999e+06 -986.782 0
 8.74099e+06 986.781 0,  -8.74099e+06 -986.781 0
 8.74199e+06 986.779 0,  -8.74199e+06 -986.779 0
 8.74299e+06 986.778 0,  -8.74299e+06 -986.778 0
 8.74399e+06 986.776 0,  -8.74399e+06 -986.776 0
 8.74499e+06 986.775 0,  -8.74499e+06 -986.775 0
 8.74599e+06 986.773 0,  -8.74599e+06 -986.773 0
 8.74699e+06 986.772 0,  -8.74699e+06 -986.772 0
 8.74799e+06 986.77 0,  -8.74799e+06 -986.77 0
 8.74899e+06 986.769 0,  -8.74899e+06 -986.769 0
 8.74999e+06 986.767 0,  -8.74999e+06 -986.767 0
 8.75099e+06 986.766 0,  -8.75099e+06 -986.766 0
 8.75199e+06 986.764 0,  -8.75199e+06 -986.764 0
 8.75299e+06 986.763 0,  -8.75299e+06 -986.763 0
 8.75399e+06 986.761 0,  -8.75399e+06 -986.761 0
 8.75499e+06 986.76 0,  -8.75499e+06 -986.76 0
 8.75599e+06 986.758 0,  -8.75599e+06 -986.758 0
 8.75699e+06 986.757 0,  -8.75699e+06 -986.757 0
 8.75799e+06 986.755 0,  -8.75799e+06 -986.755 0
 8.75899e+06 986.753 0,  -8.75899e+06 -986.753 0
 8.75999e+06 986.752 0,  -8.75999e+06 -986.752 0
 8.76099e+06 986.75 0,  -8.76099e+06 -986.75 0
 8.76199e+06 986.749 0,  -8.76199e+06 -986.749 0
 8.76299e+06 986.747 0,  -8.76299e+06 -986.747 0
 8.76399e+06 986.746 0,  -8.76399e+06 -986.746 0
 8.76499e+06 986.744 0,  -8.76499e+06 -986.744 0
 8.76599e+06 986.743 0,  -8.76599e+06 -986.743 0
 8.76699e+06 986.741 0,  -8.76699e+06 -986.741 0
 8.76799e+06 986.74 0,  -8.76799e+06 -986.74 0
 8.76899e+06 986.738 0,  -8.76899e+06 -986.738 0
 8.76999e+06 986.737 0,  -8.76999e+06 -986.737 0
 8.77099e+06 986.735 0,  -8.77099e+06 -986.735 0
 8.77199e+06 986.734 0,  -8.77199e+06 -986.734 0
 8.77299e+06 986.732 0,  -8.77299e+06 -986.732 0
 8.77399e+06 986.731 0,  -8.77399e+06 -986.731 0
 8.77499e+06 986.729 0,  -8.77499e+06 -986.729 0
 8.77599e+06 986.728 0,  -8.77599e+06 -986.728 0
 8.77699e+06 986.726 0,  -8.77699e+06 -986.726 0
 8.77799e+06 986.725 0,  -8.77799e+06 -986.725 0
 8.77899e+06 986.723 0,  -8.77899e+06 -986.723 0
 8.77999e+06 986.722 0,  -8.77999e+06 -986.722 0
 8.78099e+06 986.72 0,  -8.78099e+06 -986.72 0
 8.78199e+06 986.719 0,  -8.78199e+06 -986.719 0
 8.78299e+06 986.717 0,  -8.78299e+06 -986.717 0
 8.78399e+06 986.716 0,  -8.78399e+06 -986.716 0
 8.78499e+06 986.714 0,  -8.78499e+06 -986.714 0
 8.78599e+06 986.713 0,  -8.78599e+06 -986.713 0
 8.78699e+06 986.711 0,  -8.78699e+06 -986.711 0
 8.78799e+06 986.71 0,  -8.78799e+06 -986.71 0
 8.78899e+06 986.708 0,  -8.78899e+06 -986.708 0
 8.78999e+06 986.707 0,  -8.78999e+06 -986.707 0
 8.79099e+06 986.705 0,  -8.79099e+06 -986.705 0
 8.79199e+06 986.704 0,  -8.79199e+06 -986.704 0
 8.79299e+06 986.702 0,  -8.79299e+06 -986.702 0
 8.79399e+06 986.701 0,  -8.79399e+06 -986.701 0
 8.79499e+06 986.699 0,  -8.79499e+06 -986.699 0
 8.79599e+06 986.698 0,  -8.79599e+06 -986.698 0
 8.79699e+06 986.696 0,  -8.79699e+06 -986.696 0
 8.79799e+06 986.695 0,  -8.79799e+06 -986.695 0
 8.79899e+06 986.693 0,  -8.79899e+06 -986.693 0
 8.79999e+06 986.691 0,  -8.79999e+06 -986.691 0
 8.80099e+06 986.69 0,  -8.80099e+06 -986.69 0
 8.80199e+06 986.688 0,  -8.80199e+06 -986.688 0
 8.80299e+06 986.687 0,  -8.80299e+06 -986.687 0
 8.80399e+06 986.685 0,  -8.80399e+06 -986.685 0
 8.80499e+06 986.684 0,  -8.80499e+06 -986.684 0
 8.80599e+06 986.682 0,  -8.80599e+06 -986.682 0
 8.80699e+06 986.681 0,  -8.80699e+06 -986.681 0
 8.80799e+06 986.679 0,  -8.80799e+06 -986.679 0
 8.80899e+06 986.678 0,  -8.80899e+06 -986.678 0
 8.80999e+06 986.676 0,  -8.80999e+06 -986.676 0
 8.81099e+06 986.675 0,  -8.81099e+06 -986.675 0
 8.81199e+06 986.673 0,  -8.81199e+06 -986.673 0
 8.81299e+06 986.672 0,  -8.81299e+06 -986.672 0
 8.81399e+06 986.67 0,  -8.81399e+06 -986.67 0
 8.81499e+06 986.669 0,  -8.81499e+06 -986.669 0
 8.81599e+06 986.667 0,  -8.81599e+06 -986.667 0
 8.81699e+06 986.666 0,  -8.81699e+06 -986.666 0
 8.81799e+06 986.664 0,  -8.81799e+06 -986.664 0
 8.81899e+06 986.663 0,  -8.81899e+06 -986.663 0
 8.81999e+06 986.661 0,  -8.81999e+06 -986.661 0
 8.82099e+06 986.66 0,  -8.82099e+06 -986.66 0
 8.82199e+06 986.658 0,  -8.82199e+06 -986.658 0
 8.82299e+06 986.657 0,  -8.82299e+06 -986.657 0
 8.82399e+06 986.655 0,  -8.82399e+06 -986.655 0
 8.82499e+06 986.654 0,  -8.82499e+06 -986.654 0
 8.82599e+06 986.652 0,  -8.82599e+06 -986.652 0
 8.82699e+06 986.651 0,  -8.82699e+06 -986.651 0
 8.82799e+06 986.649 0,  -8.82799e+06 -986.649 0
 8.82899e+06 986.648 0,  -8.82899e+06 -986.648 0
 8.82999e+06 986.646 0,  -8.82999e+06 -986.646 0
 8.83099e+06 986.645 0,  -8.83099e+06 -986.645 0
 8.83199e+06 986.643 0,  -8.83199e+06 -986.643 0
 8.83299e+06 986.642 0,  -8.83299e+06 -986.642 0
 8.83399e+06 986.64 0,  -8.83399e+06 -986.64 0
 8.83499e+06 986.639 0,  -8.83499e+06 -986.639 0
 8.83599e+06 986.637 0,  -8.83599e+06 -986.637 0
 8.83699e+06 986.636 0,  -8.83699e+06 -986.636 0
 8.83799e+06 986.634 0,  -8.83799e+06 -986.634 0
 8.83899e+06 986.632 0,  -8.83899e+06 -986.632 0
 8.83999e+06 986.631 0,  -8.83999e+06 -986.631 0
 8.84099e+06 986.629 0,  -8.84099e+06 -986.629 0
 8.84199e+06 986.628 0,  -8.84199e+06 -986.628 0
 8.84299e+06 986.626 0,  -8.84299e+06 -986.626 0
 8.84399e+06 986.625 0,  -8.84399e+06 -986.625 0
 8.84499e+06 986.623 0,  -8.84499e+06 -986.623 0
 8.84599e+06 986.622 0,  -8.84599e+06 -986.622 0
 8.84699e+06 986.62 0,  -8.84699e+06 -986.62 0
 8.84799e+06 986.619 0,  -8.84799e+06 -986.619 0
 8.84899e+06 986.617 0,  -8.84899e+06 -986.617 0
 8.84999e+06 986.616 0,  -8.84999e+06 -986.616 0
 8.85099e+06 986.614 0,  -8.85099e+06 -986.614 0
 8.85199e+06 986.613 0,  -8.85199e+06 -986.613 0
 8.85299e+06 986.611 0,  -8.85299e+06 -986.611 0
 8.85399e+06 986.61 0,  -8.85399e+06 -986.61 0
 8.85499e+06 986.608 0,  -8.85499e+06 -986.608 0
 8.85599e+06 986.607 0,  -8.85599e+06 -986.607 0
 8.85699e+06 986.605 0,  -8.85699e+06 -986.605 0
 8.85799e+06 986.604 0,  -8.85799e+06 -986.604 0
 8.85899e+06 986.602 0,  -8.85899e+06 -986.602 0
 8.85999e+06 986.601 0,  -8.85999e+06 -986.601 0
 8.86099e+06 986.599 0,  -8.86099e+06 -986.599 0
 8.86199e+06 986.598 0,  -8.86199e+06 -986.598 0
 8.86299e+06 986.596 0,  -8.86299e+06 -986.596 0
 8.86399e+06 986.595 0,  -8.86399e+06 -986.595 0
 8.86499e+06 986.593 0,  -8.86499e+06 -986.593 0
 8.86599e+06 986.592 0,  -8.86599e+06 -986.592 0
 8.86699e+06 986.59 0,  -8.86699e+06 -986.59 0
 8.86799e+06 986.589 0,  -8.86799e+06 -986.589 0
 8.86899e+06 986.587 0,  -8.86899e+06 -986.587 0
 8.86999e+06 986.586 0,  -8.86999e+06 -986.586 0
 8.87099e+06 986.584 0,  -8.87099e+06 -986.584 0
 8.87199e+06 986.583 0,  -8.87199e+06 -986.583 0
 8.87299e+06 986.581 0,  -8.87299e+06 -986.581 0
 8.87399e+06 986.58 0,  -8.87399e+06 -986.58 0
 8.87499e+06 986.578 0,  -8.87499e+06 -986.578 0
 8.87599e+06 986.577 0,  -8.87599e+06 -986.577 0
 8.87699e+06 986.575 0,  -8.87699e+06 -986.575 0
 8.87799e+06 986.574 0,  -8.87799e+06 -986.574 0
 8.87899e+06 986.572 0,  -8.87899e+06 -986.572 0
 8.87999e+06 986.57 0,  -8.87999e+06 -986.57 0
 8.88099e+06 986.569 0,  -8.88099e+06 -986.569 0
 8.88199e+06 986.567 0,  -8.88199e+06 -986.567 0
 8.88299e+06 986.566 0,  -8.88299e+06 -986.566 0
 8.88399e+06 986.564 0,  -8.88399e+06 -986.564 0
 8.88499e+06 986.563 0,  -8.88499e+06 -986.563 0
 8.88599e+06 986.561 0,  -8.88599e+06 -986.561 0
 8.88699e+06 986.56 0,  -8.88699e+06 -986.56 0
 8.88799e+06 986.558 0,  -8.88799e+06 -986.558 0
 8.88899e+06 986.557 0,  -8.88899e+06 -986.557 0
 8.88999e+06 986.555 0,  -8.88999e+06 -986.555 0
 8.89099e+06 986.554 0,  -8.89099e+06 -986.554 0
 8.89199e+06 986.552 0,  -8.89199e+06 -986.552 0
 8.89299e+06 986.551 0,  -8.89299e+06 -986.551 0
 8.89399e+06 986.549 0,  -8.89399e+06 -986.549 0
 8.89499e+06 986.548 0,  -8.89499e+06 -986.548 0
 8.89599e+06 986.546 0,  -8.89599e+06 -986.546 0
 8.89699e+06 986.545 0,  -8.89699e+06 -986.545 0
 8.89799e+06 986.543 0,  -8.89799e+06 -986.543 0
 8.89899e+06 986.542 0,  -8.89899e+06 -986.542 0
 8.89999e+06 986.54 0,  -8.89999e+06 -986.54 0
 8.90099e+06 986.539 0,  -8.90099e+06 -986.539 0
 8.90199e+06 986.537 0,  -8.90199e+06 -986.537 0
 8.90299e+06 986.536 0,  -8.90299e+06 -986.536 0
 8.90399e+06 986.534 0,  -8.90399e+06 -986.534 0
 8.90499e+06 986.533 0,  -8.90499e+06 -986.533 0
 8.90599e+06 986.531 0,  -8.90599e+06 -986.531 0
 8.90699e+06 986.53 0,  -8.90699e+06 -986.53 0
 8.90799e+06 986.528 0,  -8.90799e+06 -986.528 0
 8.90899e+06 986.527 0,  -8.90899e+06 -986.527 0
 8.90999e+06 986.525 0,  -8.90999e+06 -986.525 0
 8.91099e+06 986.524 0,  -8.91099e+06 -986.524 0
 8.91199e+06 986.522 0,  -8.91199e+06 -986.522 0
 8.91299e+06 986.521 0,  -8.91299e+06 -986.521 0
 8.91399e+06 986.519 0,  -8.91399e+06 -986.519 0
 8.91499e+06 986.518 0,  -8.91499e+06 -986.518 0
 8.91599e+06 986.516 0,  -8.91599e+06 -986.516 0
 8.91699e+06 986.515 0,  -8.91699e+06 -986.515 0
 8.91799e+06 986.513 0,  -8.91799e+06 -986.513 0
 8.91899e+06 986.511 0,  -8.91899e+06 -986.511 0
 8.91999e+06 986.51 0,  -8.91999e+06 -986.51 0
 8.92099e+06 986.508 0,  -8.92099e+06 -986.508 0
 8.92199e+06 986.507 0,  -8.92199e+06 -986.507 0
 8.92299e+06 986.505 0,  -8.92299e+06 -986.505 0
 8.92399e+06 986.504 0,  -8.92399e+06 -986.504 0
 8.92499e+06 986.502 0,  -8.92499e+06 -986.502 0
 8.92599e+06 986.501 0,  -8.92599e+06 -986.501 0
 8.92699e+06 986.499 0,  -8.92699e+06 -986.499 0
 8.92799e+06 986.498 0,  -8.92799e+06 -986.498 0
 8.92899e+06 986.496 0,  -8.92899e+06 -986.496 0
 8.92999e+06 986.495 0,  -8.92999e+06 -986.495 0
 8.93099e+06 986.493 0,  -8.93099e+06 -986.493 0
 8.93199e+06 986.492 0,  -8.93199e+06 -986.492 0
 8.93299e+06 986.49 0,  -8.93299e+06 -986.49 0
 8.93399e+06 986.489 0,  -8.93399e+06 -986.489 0
 8.93499e+06 986.487 0,  -8.93499e+06 -986.487 0
 8.93599e+06 986.486 0,  -8.93599e+06 -986.486 0
 8.93699e+06 986.484 0,  -8.93699e+06 -986.484 0
 8.93799e+06 986.483 0,  -8.93799e+06 -986.483 0
 8.93899e+06 986.481 0,  -8.93899e+06 -986.481 0
