 0 1000 0,  0 -1000 0
 626999 999.053 0,  -626999 -999.053 0
 627999 999.051 0,  -627999 -999.051 0
 628999 999.05 0,  -628999 -999.05 0
 629999 999.048 0,  -629999 -999.048 0
 630999 999.047 0,  -630999 -999.047 0
 631999 999.045 0,  -631999 -999.045 0
 632999 999.044 0,  -632999 -999.044 0
 633999 999.042 0,  -633999 -999.042 0
 634999 999.041 0,  -634999 -999.041 0
 635999 999.039 0,  -635999 -999.039 0
 636999 999.037 0,  -636999 -999.037 0
 637999 999.036 0,  -637999 -999.036 0
 638999 999.034 0,  -638999 -999.034 0
 639999 999.033 0,  -639999 -999.033 0
 640999 999.031 0,  -640999 -999.031 0
 641999 999.03 0,  -641999 -999.03 0
 642999 999.028 0,  -642999 -999.028 0
 643999 999.027 0,  -643999 -999.027 0
 644999 999.025 0,  -644999 -999.025 0
 645999 999.024 0,  -645999 -999.024 0
 646999 999.022 0,  -646999 -999.022 0
 647999 999.021 0,  -647999 -999.021 0
 648999 999.019 0,  -648999 -999.019 0
 649999 999.018 0,  -649999 -999.018 0
 650999 999.016 0,  -650999 -999.016 0
 651999 999.015 0,  -651999 -999.015 0
 652999 999.013 0,  -652999 -999.013 0
 653999 999.012 0,  -653999 -999.012 0
 654999 999.01 0,  -654999 -999.01 0
 655999 999.009 0,  -655999 -999.009 0
 656999 999.007 0,  -656999 -999.007 0
 657999 999.006 0,  -657999 -999.006 0
 658999 999.004 0,  -658999 -999.004 0
 659999 999.003 0,  -659999 -999.003 0
 660999 999.001 0,  -660999 -999.001 0
 661999 999 0,  -661999 -999 0
 662999 998.998 0,  -662999 -998.998 0
 663999 998.997 0,  -663999 -998.997 0
 664999 998.995 0,  -664999 -998.995 0
 665999 998.994 0,  -665999 -998.994 0
 666999 998.992 0,  -666999 -998.992 0
 667999 998.991 0,  -667999 -998.991 0
 668999 998.989 0,  -668999 -998.989 0
 669999 998.988 0,  -669999 -998.988 0
 670999 998.986 0,  -670999 -998.986 0
 671999 998.985 0,  -671999 -998.985 0
 672999 998.983 0,  -672999 -998.983 0
 673999 998.982 0,  -673999 -998.982 0
 674999 998.98 0,  -674999 -998.98 0
 675999 998.978 0,  -675999 -998.978 0
 676999 998.977 0,  -676999 -998.977 0
 677999 998.975 0,  -677999 -998.975 0
 678999 998.974 0,  -678999 -998.974 0
 679999 998.972 0,  -679999 -998.972 0
 680999 998.971 0,  -680999 -998.971 0
 681999 998.969 0,  -681999 -998.969 0
 682999 998.968 0,  -682999 -998.968 0
 683999 998.966 0,  -683999 -998.966 0
 684999 998.965 0,  -684999 -998.965 0
 685999 998.963 0,  -685999 -998.963 0
 686999 998.962 0,  -686999 -998.962 0
 687999 998.96 0,  -687999 -998.96 0
 688999 998.959 0,  -688999 -998.959 0
 689999 998.957 0,  -689999 -998.957 0
 690999 998.956 0,  -690999 -998.956 0
 691999 998.954 0,  -691999 -998.954 0
 692999 998.953 0,  -692999 -998.953 0
 693999 998.951 0,  -693999 -998.951 0
 694999 998.95 0,  -694999 -998.95 0
 695999 998.948 0,  -695999 -998.948 0
 696999 998.947 0,  -696999 -998.947 0
 697999 998.945 0,  -697999 -998.945 0
 698999 998.944 0,  -698999 -998.944 0
 699999 998.942 0,  -699999 -998.942 0
 700999 998.941 0,  -700999 -998.941 0
 701999 998.939 0,  -701999 -998.939 0
 702999 998.938 0,  -702999 -998.938 0
 703999 998.936 0,  -703999 -998.936 0
 704999 998.935 0,  -704999 -998.935 0
 705999 998.933 0,  -705999 -998.933 0
 706999 998.932 0,  -706999 -998.932 0
 707999 998.93 0,  -707999 -998.93 0
 708999 998.929 0,  -708999 -998.929 0
 709999 998.927 0,  -709999 -998.927 0
 710999 998.926 0,  -710999 -998.926 0
 711999 998.924 0,  -711999 -998.924 0
 712999 998.923 0,  -712999 -998.923 0
 713999 998.921 0,  -713999 -998.921 0
 714999 998.92 0,  -714999 -998.92 0
 715999 998.918 0,  -715999 -998.918 0
 716999 998.916 0,  -716999 -998.916 0
 717999 998.915 0,  -717999 -998.915 0
 718999 998.913 0,  -718999 -998.913 0
 719999 998.912 0,  -719999 -998.912 0
 720999 998.91 0,  -720999 -998.91 0
 721999 998.909 0,  -721999 -998.909 0
 722999 998.907 0,  -722999 -998.907 0
 723999 998.906 0,  -723999 -998.906 0
 724999 998.904 0,  -724999 -998.904 0
 725999 998.903 0,  -725999 -998.903 0
 726999 998.901 0,  -726999 -998.901 0
 727999 998.9 0,  -727999 -998.9 0
 728999 998.898 0,  -728999 -998.898 0
 729999 998.897 0,  -729999 -998.897 0
 730999 998.895 0,  -730999 -998.895 0
 731999 998.894 0,  -731999 -998.894 0
 732999 998.892 0,  -732999 -998.892 0
 733999 998.891 0,  -733999 -998.891 0
 734999 998.889 0,  -734999 -998.889 0
 735999 998.888 0,  -735999 -998.888 0
 736999 998.886 0,  -736999 -998.886 0
 737999 998.885 0,  -737999 -998.885 0
 738999 998.883 0,  -738999 -998.883 0
 739999 998.882 0,  -739999 -998.882 0
 740999 998.88 0,  -740999 -998.88 0
 741999 998.879 0,  -741999 -998.879 0
 742999 998.877 0,  -742999 -998.877 0
 743999 998.876 0,  -743999 -998.876 0
 744999 998.874 0,  -744999 -998.874 0
 745999 998.873 0,  -745999 -998.873 0
 746999 998.871 0,  -746999 -998.871 0
 747999 998.87 0,  -747999 -998.87 0
 748999 998.868 0,  -748999 -998.868 0
 749999 998.867 0,  -749999 -998.867 0
 750999 998.865 0,  -750999 -998.865 0
 751999 998.864 0,  -751999 -998.864 0
 752999 998.862 0,  -752999 -998.862 0
 753999 998.861 0,  -753999 -998.861 0
 754999 998.859 0,  -754999 -998.859 0
 755999 998.857 0,  -755999 -998.857 0
 756999 998.856 0,  -756999 -998.856 0
 757999 998.854 0,  -757999 -998.854 0
 758999 998.853 0,  -758999 -998.853 0
 759999 998.851 0,  -759999 -998.851 0
 760999 998.85 0,  -760999 -998.85 0
 761999 998.848 0,  -761999 -998.848 0
 762999 998.847 0,  -762999 -998.847 0
 763999 998.845 0,  -763999 -998.845 0
 764999 998.844 0,  -764999 -998.844 0
 765999 998.842 0,  -765999 -998.842 0
 766999 998.841 0,  -766999 -998.841 0
 767999 998.839 0,  -767999 -998.839 0
 768999 998.838 0,  -768999 -998.838 0
 769999 998.836 0,  -769999 -998.836 0
 770999 998.835 0,  -770999 -998.835 0
 771999 998.833 0,  -771999 -998.833 0
 772999 998.832 0,  -772999 -998.832 0
 773999 998.83 0,  -773999 -998.83 0
 774999 998.829 0,  -774999 -998.829 0
 775999 998.827 0,  -775999 -998.827 0
 776999 998.826 0,  -776999 -998.826 0
 777999 998.824 0,  -777999 -998.824 0
 778999 998.823 0,  -778999 -998.823 0
 779999 998.821 0,  -779999 -998.821 0
 780999 998.82 0,  -780999 -998.82 0
 781999 998.818 0,  -781999 -998.818 0
 782999 998.817 0,  -782999 -998.817 0
 783999 998.815 0,  -783999 -998.815 0
 784999 998.814 0,  -784999 -998.814 0
 785999 998.812 0,  -785999 -998.812 0
 786999 998.811 0,  -786999 -998.811 0
 787999 998.809 0,  -787999 -998.809 0
 788999 998.808 0,  -788999 -998.808 0
 789999 998.806 0,  -789999 -998.806 0
 790999 998.805 0,  -790999 -998.805 0
 791999 998.803 0,  -791999 -998.803 0
 792999 998.802 0,  -792999 -998.802 0
 793999 998.8 0,  -793999 -998.8 0
 794999 998.799 0,  -794999 -998.799 0
 795999 998.797 0,  -795999 -998.797 0
 796999 998.795 0,  -796999 -998.795 0
 797999 998.794 0,  -797999 -998.794 0
 798999 998.792 0,  -798999 -998.792 0
 799999 998.791 0,  -799999 -998.791 0
 800999 998.789 0,  -800999 -998.789 0
 801999 998.788 0,  -801999 -998.788 0
 802999 998.786 0,  -802999 -998.786 0
 803999 998.785 0,  -803999 -998.785 0
 804999 998.783 0,  -804999 -998.783 0
 805999 998.782 0,  -805999 -998.782 0
 806999 998.78 0,  -806999 -998.78 0
 807999 998.779 0,  -807999 -998.779 0
 808999 998.777 0,  -808999 -998.777 0
 809999 998.776 0,  -809999 -998.776 0
 810999 998.774 0,  -810999 -998.774 0
 811999 998.773 0,  -811999 -998.773 0
 812999 998.771 0,  -812999 -998.771 0
 813999 998.77 0,  -813999 -998.77 0
 814999 998.768 0,  -814999 -998.768 0
 815999 998.767 0,  -815999 -998.767 0
 816999 998.765 0,  -816999 -998.765 0
 817999 998.764 0,  -817999 -998.764 0
 818999 998.762 0,  -818999 -998.762 0
 819999 998.761 0,  -819999 -998.761 0
 820999 998.759 0,  -820999 -998.759 0
 821999 998.758 0,  -821999 -998.758 0
 822999 998.756 0,  -822999 -998.756 0
 823999 998.755 0,  -823999 -998.755 0
 824999 998.753 0,  -824999 -998.753 0
 825999 998.752 0,  -825999 -998.752 0
 826999 998.75 0,  -826999 -998.75 0
 827999 998.749 0,  -827999 -998.749 0
 828999 998.747 0,  -828999 -998.747 0
 829999 998.746 0,  -829999 -998.746 0
 830999 998.744 0,  -830999 -998.744 0
 831999 998.743 0,  -831999 -998.743 0
 832999 998.741 0,  -832999 -998.741 0
 833999 998.74 0,  -833999 -998.74 0
 834999 998.738 0,  -834999 -998.738 0
 835999 998.737 0,  -835999 -998.737 0
 836999 998.735 0,  -836999 -998.735 0
 837999 998.733 0,  -837999 -998.733 0
 838999 998.732 0,  -838999 -998.732 0
 839999 998.73 0,  -839999 -998.73 0
 840999 998.729 0,  -840999 -998.729 0
 841999 998.727 0,  -841999 -998.727 0
 842999 998.726 0,  -842999 -998.726 0
 843999 998.724 0,  -843999 -998.724 0
 844999 998.723 0,  -844999 -998.723 0
 845999 998.721 0,  -845999 -998.721 0
 846999 998.72 0,  -846999 -998.72 0
 847999 998.718 0,  -847999 -998.718 0
 848999 998.717 0,  -848999 -998.717 0
 849999 998.715 0,  -849999 -998.715 0
 850999 998.714 0,  -850999 -998.714 0
 851999 998.712 0,  -851999 -998.712 0
 852999 998.711 0,  -852999 -998.711 0
 853999 998.709 0,  -853999 -998.709 0
 854999 998.708 0,  -854999 -998.708 0
 855999 998.706 0,  -855999 -998.706 0
 856999 998.705 0,  -856999 -998.705 0
 857999 998.703 0,  -857999 -998.703 0
 858999 998.702 0,  -858999 -998.702 0
 859999 998.7 0,  -859999 -998.7 0
 860999 998.699 0,  -860999 -998.699 0
 861999 998.697 0,  -861999 -998.697 0
 862999 998.696 0,  -862999 -998.696 0
 863999 998.694 0,  -863999 -998.694 0
 864999 998.693 0,  -864999 -998.693 0
 865999 998.691 0,  -865999 -998.691 0
 866999 998.69 0,  -866999 -998.69 0
 867999 998.688 0,  -867999 -998.688 0
 868999 998.687 0,  -868999 -998.687 0
 869999 998.685 0,  -869999 -998.685 0
 870999 998.684 0,  -870999 -998.684 0
 871999 998.682 0,  -871999 -998.682 0
 872999 998.681 0,  -872999 -998.681 0
 873999 998.679 0,  -873999 -998.679 0
 874999 998.678 0,  -874999 -998.678 0
 875999 998.676 0,  -875999 -998.676 0
 876999 998.674 0,  -876999 -998.674 0
 877999 998.673 0,  -877999 -998.673 0
 878999 998.671 0,  -878999 -998.671 0
 879999 998.67 0,  -879999 -998.67 0
 880999 998.668 0,  -880999 -998.668 0
 881999 998.667 0,  -881999 -998.667 0
 882999 998.665 0,  -882999 -998.665 0
 883999 998.664 0,  -883999 -998.664 0
 884999 998.662 0,  -884999 -998.662 0
 885999 998.661 0,  -885999 -998.661 0
 886999 998.659 0,  -886999 -998.659 0
 887999 998.658 0,  -887999 -998.658 0
 888999 998.656 0,  -888999 -998.656 0
 889999 998.655 0,  -889999 -998.655 0
 890999 998.653 0,  -890999 -998.653 0
 891999 998.652 0,  -891999 -998.652 0
 892999 998.65 0,  -892999 -998.65 0
 893999 998.649 0,  -893999 -998.649 0
 894999 998.647 0,  -894999 -998.647 0
 895999 998.646 0,  -895999 -998.646 0
 896999 998.644 0,  -896999 -998.644 0
 897999 998.643 0,  -897999 -998.643 0
 898999 998.641 0,  -898999 -998.641 0
 899999 998.64 0,  -899999 -998.64 0
 900999 998.638 0,  -900999 -998.638 0
 901999 998.637 0,  -901999 -998.637 0
 902999 998.635 0,  -902999 -998.635 0
 903999 998.634 0,  -903999 -998.634 0
 904999 998.632 0,  -904999 -998.632 0
 905999 998.631 0,  -905999 -998.631 0
 906999 998.629 0,  -906999 -998.629 0
 907999 998.628 0,  -907999 -998.628 0
 908999 998.626 0,  -908999 -998.626 0
 909999 998.625 0,  -909999 -998.625 0
 910999 998.623 0,  -910999 -998.623 0
 911999 998.622 0,  -911999 -998.622 0
 912999 998.62 0,  -912999 -998.62 0
 913999 998.619 0,  -913999 -998.619 0
 914999 998.617 0,  -914999 -998.617 0
 915999 998.616 0,  -915999 -998.616 0
 916999 998.614 0,  -916999 -998.614 0
 917999 998.612 0,  -917999 -998.612 0
 918999 998.611 0,  -918999 -998.611 0
 919999 998.609 0,  -919999 -998.609 0
 920999 998.608 0,  -920999 -998.608 0
 921999 998.606 0,  -921999 -998.606 0
 922999 998.605 0,  -922999 -998.605 0
 923999 998.603 0,  -923999 -998.603 0
 924999 998.602 0,  -924999 -998.602 0
 925999 998.6 0,  -925999 -998.6 0
 926999 998.599 0,  -926999 -998.599 0
 927999 998.597 0,  -927999 -998.597 0
 928999 998.596 0,  -928999 -998.596 0
 929999 998.594 0,  -929999 -998.594 0
 930999 998.593 0,  -930999 -998.593 0
 931999 998.591 0,  -931999 -998.591 0
 932999 998.59 0,  -932999 -998.59 0
 933999 998.588 0,  -933999 -998.588 0
 934999 998.587 0,  -934999 -998.587 0
 935999 998.585 0,  -935999 -998.585 0
 936999 998.584 0,  -936999 -998.584 0
 937999 998.582 0,  -937999 -998.582 0
 938999 998.581 0,  -938999 -998.581 0
 939999 998.579 0,  -939999 -998.579 0
 940999 998.578 0,  -940999 -998.578 0
 941999 998.576 0,  -941999 -998.576 0
 942999 998.575 0,  -942999 -998.575 0
 943999 998.573 0,  -943999 -998.573 0
 944999 998.572 0,  -944999 -998.572 0
 945999 998.57 0,  -945999 -998.57 0
 946999 998.569 0,  -946999 -998.569 0
 947999 998.567 0,  -947999 -998.567 0
 948999 998.566 0,  -948999 -998.566 0
 949999 998.564 0,  -949999 -998.564 0
 950999 998.563 0,  -950999 -998.563 0
 951999 998.561 0,  -951999 -998.561 0
 952999 998.56 0,  -952999 -998.56 0
 953999 998.558 0,  -953999 -998.558 0
 954999 998.557 0,  -954999 -998.557 0
 955999 998.555 0,  -955999 -998.555 0
 956999 998.553 0,  -956999 -998.553 0
 957999 998.552 0,  -957999 -998.552 0
 958999 998.55 0,  -958999 -998.55 0
 959999 998.549 0,  -959999 -998.549 0
 960999 998.547 0,  -960999 -998.547 0
 961999 998.546 0,  -961999 -998.546 0
 962999 998.544 0,  -962999 -998.544 0
 963999 998.543 0,  -963999 -998.543 0
 964999 998.541 0,  -964999 -998.541 0
 965999 998.54 0,  -965999 -998.54 0
 966999 998.538 0,  -966999 -998.538 0
 967999 998.537 0,  -967999 -998.537 0
 968999 998.535 0,  -968999 -998.535 0
 969999 998.534 0,  -969999 -998.534 0
 970999 998.532 0,  -970999 -998.532 0
 971999 998.531 0,  -971999 -998.531 0
 972999 998.529 0,  -972999 -998.529 0
 973999 998.528 0,  -973999 -998.528 0
 974999 998.526 0,  -974999 -998.526 0
 975999 998.525 0,  -975999 -998.525 0
 976999 998.523 0,  -976999 -998.523 0
 977999 998.522 0,  -977999 -998.522 0
 978999 998.52 0,  -978999 -998.52 0
 979999 998.519 0,  -979999 -998.519 0
 980999 998.517 0,  -980999 -998.517 0
 981999 998.516 0,  -981999 -998.516 0
 982999 998.514 0,  -982999 -998.514 0
 983999 998.513 0,  -983999 -998.513 0
 984999 998.511 0,  -984999 -998.511 0
 985999 998.51 0,  -985999 -998.51 0
 986999 998.508 0,  -986999 -998.508 0
 987999 998.507 0,  -987999 -998.507 0
 988999 998.505 0,  -988999 -998.505 0
 989999 998.504 0,  -989999 -998.504 0
 990999 998.502 0,  -990999 -998.502 0
 991999 998.501 0,  -991999 -998.501 0
 992999 998.499 0,  -992999 -998.499 0
 993999 998.498 0,  -993999 -998.498 0
 994999 998.496 0,  -994999 -998.496 0
 995999 998.495 0,  -995999 -998.495 0
 996999 998.493 0,  -996999 -998.493 0
 997999 998.491 0,  -997999 -998.491 0
 998999 998.49 0,  -998999 -998.49 0
 999999 998.488 0,  -999999 -998.488 0
 1.001e+06 998.487 0,  -1.001e+06 -998.487 0
 1.002e+06 998.485 0,  -1.002e+06 -998.485 0
 1.003e+06 998.484 0,  -1.003e+06 -998.484 0
 1.004e+06 998.482 0,  -1.004e+06 -998.482 0
 1.005e+06 998.481 0,  -1.005e+06 -998.481 0
 1.006e+06 998.479 0,  -1.006e+06 -998.479 0
 1.007e+06 998.478 0,  -1.007e+06 -998.478 0
 1.008e+06 998.476 0,  -1.008e+06 -998.476 0
 1.009e+06 998.475 0,  -1.009e+06 -998.475 0
 1.01e+06 998.473 0,  -1.01e+06 -998.473 0
 1.011e+06 998.472 0,  -1.011e+06 -998.472 0
 1.012e+06 998.47 0,  -1.012e+06 -998.47 0
 1.013e+06 998.469 0,  -1.013e+06 -998.469 0
 1.014e+06 998.467 0,  -1.014e+06 -998.467 0
 1.015e+06 998.466 0,  -1.015e+06 -998.466 0
 1.016e+06 998.464 0,  -1.016e+06 -998.464 0
 1.017e+06 998.463 0,  -1.017e+06 -998.463 0
 1.018e+06 998.461 0,  -1.018e+06 -998.461 0
 1.019e+06 998.46 0,  -1.019e+06 -998.46 0
 1.02e+06 998.458 0,  -1.02e+06 -998.458 0
 1.021e+06 998.457 0,  -1.021e+06 -998.457 0
 1.022e+06 998.455 0,  -1.022e+06 -998.455 0
 1.023e+06 998.454 0,  -1.023e+06 -998.454 0
 1.024e+06 998.452 0,  -1.024e+06 -998.452 0
 1.025e+06 998.451 0,  -1.025e+06 -998.451 0
 1.026e+06 998.449 0,  -1.026e+06 -998.449 0
 1.027e+06 998.448 0,  -1.027e+06 -998.448 0
 1.028e+06 998.446 0,  -1.028e+06 -998.446 0
 1.029e+06 998.445 0,  -1.029e+06 -998.445 0
 1.03e+06 998.443 0,  -1.03e+06 -998.443 0
 1.031e+06 998.442 0,  -1.031e+06 -998.442 0
 1.032e+06 998.44 0,  -1.032e+06 -998.44 0
 1.033e+06 998.439 0,  -1.033e+06 -998.439 0
 1.034e+06 998.437 0,  -1.034e+06 -998.437 0
 1.035e+06 998.436 0,  -1.035e+06 -998.436 0
 1.036e+06 998.434 0,  -1.036e+06 -998.434 0
 1.037e+06 998.433 0,  -1.037e+06 -998.433 0
 1.038e+06 998.431 0,  -1.038e+06 -998.431 0
 1.039e+06 998.429 0,  -1.039e+06 -998.429 0
 1.04e+06 998.428 0,  -1.04e+06 -998.428 0
 1.041e+06 998.426 0,  -1.041e+06 -998.426 0
 1.042e+06 998.425 0,  -1.042e+06 -998.425 0
 1.043e+06 998.423 0,  -1.043e+06 -998.423 0
 1.044e+06 998.422 0,  -1.044e+06 -998.422 0
 1.045e+06 998.42 0,  -1.045e+06 -998.42 0
 1.046e+06 998.419 0,  -1.046e+06 -998.419 0
 1.047e+06 998.417 0,  -1.047e+06 -998.417 0
 1.048e+06 998.416 0,  -1.048e+06 -998.416 0
 1.049e+06 998.414 0,  -1.049e+06 -998.414 0
 1.05e+06 998.413 0,  -1.05e+06 -998.413 0
 1.051e+06 998.411 0,  -1.051e+06 -998.411 0
 1.052e+06 998.41 0,  -1.052e+06 -998.41 0
 1.053e+06 998.408 0,  -1.053e+06 -998.408 0
 1.054e+06 998.407 0,  -1.054e+06 -998.407 0
 1.055e+06 998.405 0,  -1.055e+06 -998.405 0
 1.056e+06 998.404 0,  -1.056e+06 -998.404 0
 1.057e+06 998.402 0,  -1.057e+06 -998.402 0
 1.058e+06 998.401 0,  -1.058e+06 -998.401 0
 1.059e+06 998.399 0,  -1.059e+06 -998.399 0
 1.06e+06 998.398 0,  -1.06e+06 -998.398 0
 1.061e+06 998.396 0,  -1.061e+06 -998.396 0
 1.062e+06 998.395 0,  -1.062e+06 -998.395 0
 1.063e+06 998.393 0,  -1.063e+06 -998.393 0
 1.064e+06 998.392 0,  -1.064e+06 -998.392 0
 1.065e+06 998.39 0,  -1.065e+06 -998.39 0
 1.066e+06 998.389 0,  -1.066e+06 -998.389 0
 1.067e+06 998.387 0,  -1.067e+06 -998.387 0
 1.068e+06 998.386 0,  -1.068e+06 -998.386 0
 1.069e+06 998.384 0,  -1.069e+06 -998.384 0
 1.07e+06 998.383 0,  -1.07e+06 -998.383 0
 1.071e+06 998.381 0,  -1.071e+06 -998.381 0
 1.072e+06 998.38 0,  -1.072e+06 -998.38 0
 1.073e+06 998.378 0,  -1.073e+06 -998.378 0
 1.074e+06 998.377 0,  -1.074e+06 -998.377 0
 1.075e+06 998.375 0,  -1.075e+06 -998.375 0
 1.076e+06 998.374 0,  -1.076e+06 -998.374 0
 1.077e+06 998.372 0,  -1.077e+06 -998.372 0
 1.078e+06 998.37 0,  -1.078e+06 -998.37 0
 1.079e+06 998.369 0,  -1.079e+06 -998.369 0
 1.08e+06 998.367 0,  -1.08e+06 -998.367 0
 1.081e+06 998.366 0,  -1.081e+06 -998.366 0
 1.082e+06 998.364 0,  -1.082e+06 -998.364 0
 1.083e+06 998.363 0,  -1.083e+06 -998.363 0
 1.084e+06 998.361 0,  -1.084e+06 -998.361 0
 1.085e+06 998.36 0,  -1.085e+06 -998.36 0
 1.086e+06 998.358 0,  -1.086e+06 -998.358 0
 1.087e+06 998.357 0,  -1.087e+06 -998.357 0
 1.088e+06 998.355 0,  -1.088e+06 -998.355 0
 1.089e+06 998.354 0,  -1.089e+06 -998.354 0
 1.09e+06 998.352 0,  -1.09e+06 -998.352 0
 1.091e+06 998.351 0,  -1.091e+06 -998.351 0
 1.092e+06 998.349 0,  -1.092e+06 -998.349 0
 1.093e+06 998.348 0,  -1.093e+06 -998.348 0
 1.094e+06 998.346 0,  -1.094e+06 -998.346 0
 1.095e+06 998.345 0,  -1.095e+06 -998.345 0
 1.096e+06 998.343 0,  -1.096e+06 -998.343 0
 1.097e+06 998.342 0,  -1.097e+06 -998.342 0
 1.098e+06 998.34 0,  -1.098e+06 -998.34 0
 1.099e+06 998.339 0,  -1.099e+06 -998.339 0
 1.1e+06 998.337 0,  -1.1e+06 -998.337 0
 1.101e+06 998.336 0,  -1.101e+06 -998.336 0
 1.102e+06 998.334 0,  -1.102e+06 -998.334 0
 1.103e+06 998.333 0,  -1.103e+06 -998.333 0
 1.104e+06 998.331 0,  -1.104e+06 -998.331 0
 1.105e+06 998.33 0,  -1.105e+06 -998.33 0
 1.106e+06 998.328 0,  -1.106e+06 -998.328 0
 1.107e+06 998.327 0,  -1.107e+06 -998.327 0
 1.108e+06 998.325 0,  -1.108e+06 -998.325 0
 1.109e+06 998.324 0,  -1.109e+06 -998.324 0
 1.11e+06 998.322 0,  -1.11e+06 -998.322 0
 1.111e+06 998.321 0,  -1.111e+06 -998.321 0
 1.112e+06 998.319 0,  -1.112e+06 -998.319 0
 1.113e+06 998.318 0,  -1.113e+06 -998.318 0
 1.114e+06 998.316 0,  -1.114e+06 -998.316 0
 1.115e+06 998.315 0,  -1.115e+06 -998.315 0
 1.116e+06 998.313 0,  -1.116e+06 -998.313 0
 1.117e+06 998.312 0,  -1.117e+06 -998.312 0
 1.118e+06 998.31 0,  -1.118e+06 -998.31 0
 1.119e+06 998.308 0,  -1.119e+06 -998.308 0
 1.12e+06 998.307 0,  -1.12e+06 -998.307 0
 1.121e+06 998.305 0,  -1.121e+06 -998.305 0
 1.122e+06 998.304 0,  -1.122e+06 -998.304 0
 1.123e+06 998.302 0,  -1.123e+06 -998.302 0
 1.124e+06 998.301 0,  -1.124e+06 -998.301 0
 1.125e+06 998.299 0,  -1.125e+06 -998.299 0
 1.126e+06 998.298 0,  -1.126e+06 -998.298 0
 1.127e+06 998.296 0,  -1.127e+06 -998.296 0
 1.128e+06 998.295 0,  -1.128e+06 -998.295 0
 1.129e+06 998.293 0,  -1.129e+06 -998.293 0
 1.13e+06 998.292 0,  -1.13e+06 -998.292 0
 1.131e+06 998.29 0,  -1.131e+06 -998.29 0
 1.132e+06 998.289 0,  -1.132e+06 -998.289 0
 1.133e+06 998.287 0,  -1.133e+06 -998.287 0
 1.134e+06 998.286 0,  -1.134e+06 -998.286 0
 1.135e+06 998.284 0,  -1.135e+06 -998.284 0
 1.136e+06 998.283 0,  -1.136e+06 -998.283 0
 1.137e+06 998.281 0,  -1.137e+06 -998.281 0
 1.138e+06 998.28 0,  -1.138e+06 -998.28 0
 1.139e+06 998.278 0,  -1.139e+06 -998.278 0
 1.14e+06 998.277 0,  -1.14e+06 -998.277 0
 1.141e+06 998.275 0,  -1.141e+06 -998.275 0
